City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
222,Guerrero Negro,MX,2022-09-25 22:34:11,27.9769,-114.0611,79.2,67,0,14.2,clear sky
223,Bangassou,CF,2022-09-25 22:35:40,4.7413,22.8184,68.36,98,64,1.68,light rain
224,Shache,CN,2022-09-25 22:35:41,38.4167,77.2406,69.71,41,6,2.19,clear sky
225,Rawson,AR,2022-09-25 22:35:41,-43.3002,-65.1023,54.48,72,59,19.51,broken clouds
226,Nador,MA,2022-09-25 22:35:41,35.174,-2.9287,71.85,73,0,4.61,clear sky
227,Eureka,US,2022-09-25 22:35:41,40.8021,-124.1637,89.74,74,15,1.99,few clouds
228,Laguna,US,2022-09-25 22:34:40,38.421,-121.4238,98.35,27,0,12.66,clear sky
229,Kerema,PG,2022-09-25 22:35:42,-7.9631,145.7785,82.36,75,99,2.91,overcast clouds
230,Port Hardy,CA,2022-09-25 22:36:42,50.6996,-127.4199,62.6,82,20,4.61,few clouds
231,Mustafakemalpasa,TR,2022-09-25 22:36:42,40.0353,28.4117,46.45,36,11,3.15,few clouds
232,Aklavik,CA,2022-09-25 22:36:43,68.2191,-135.0107,38.28,80,100,0.94,overcast clouds
233,Kholtoson,RU,2022-09-25 22:36:43,50.2981,103.3097,37.94,71,100,3.11,overcast clouds
234,Qasigiannguit,GL,2022-09-25 22:36:43,68.8193,-51.1922,35.85,76,100,6.11,overcast clouds
235,Petropavlovsk-Kamchatskiy,RU,2022-09-25 22:36:44,53.0452,158.6483,46.99,100,100,2.24,light intensity shower rain
236,Ostrovnoy,RU,2022-09-25 22:36:44,68.0531,39.5131,41.74,75,100,9.44,overcast clouds
237,Pirgos,GR,2022-09-25 22:36:44,35.1167,25.7178,67.62,61,0,1.83,clear sky
238,Esperance,AU,2022-09-25 22:36:45,-33.8667,121.9,58.19,73,46,9.53,scattered clouds
239,Burgeo,CA,2022-09-25 22:32:54,47.6167,-57.6152,54.12,82,26,13.0,scattered clouds
240,Flinders,AU,2022-09-25 22:36:45,-34.5833,150.8552,59.38,81,91,5.01,overcast clouds
241,Tete,MZ,2022-09-25 22:36:45,-16.1564,33.5867,82.49,42,75,3.44,broken clouds
242,Yinchuan,CN,2022-09-25 22:36:46,38.4681,106.2731,63.19,40,0,1.16,clear sky
243,Kangaatsiaq,GL,2022-09-25 22:36:46,68.3065,-53.4641,36.5,65,100,19.82,overcast clouds
244,Ust-Koksa,RU,2022-09-25 22:36:46,50.2696,85.6108,49.35,52,49,1.57,scattered clouds
245,Sao Joao Da Barra,BR,2022-09-25 22:36:47,-21.6403,-41.0511,71.69,77,7,11.43,clear sky
246,Codrington,AU,2022-09-25 22:36:47,-38.2667,141.9667,51.21,96,100,4.45,overcast clouds
247,Salaberry-De-Valleyfield,CA,2022-09-25 22:36:47,45.2501,-74.1325,58.82,84,100,3.44,light rain
248,Boras,SE,2022-09-25 22:36:48,57.721,12.9401,50.11,99,100,3.76,light rain
249,Ninotsminda,GE,2022-09-25 22:36:48,41.2646,43.5916,38.86,67,0,1.9,clear sky
250,Lompoc,US,2022-09-25 22:36:48,34.6391,-120.4579,87.01,72,0,10.36,clear sky
251,Baymak,RU,2022-09-25 22:36:49,52.5933,58.3225,44.42,86,19,14.85,few clouds
252,Ilhabela,BR,2022-09-25 22:36:49,-23.7781,-45.3581,67.14,84,71,10.25,broken clouds
253,Vanimo,PG,2022-09-25 22:36:49,-2.6741,141.3028,82.0,72,43,6.29,scattered clouds
254,Ilulissat,GL,2022-09-25 22:36:50,69.2167,-51.1,35.62,64,75,5.75,broken clouds
255,Manubul,PH,2022-09-25 22:36:50,5.4732,120.7986,82.49,74,99,6.11,overcast clouds
256,Saint-Marc,HT,2022-09-25 22:36:50,19.1082,-72.6938,83.1,70,80,5.59,broken clouds
257,Kita,ML,2022-09-25 22:36:51,13.0349,-9.4895,74.97,82,86,2.42,light rain
258,Lobito,AO,2022-09-25 22:36:51,-12.3481,13.5456,69.66,87,99,6.6,overcast clouds
259,Sinnamary,GF,2022-09-25 22:36:51,5.3833,-52.95,80.33,82,5,13.47,clear sky
260,Buta,CD,2022-09-25 22:36:52,2.7858,24.73,68.92,99,37,0.76,light rain
261,Tuyen Quang,VN,2022-09-25 22:36:52,21.8233,105.2181,71.8,98,11,2.62,few clouds
262,Bilma,NE,2022-09-25 22:36:52,18.6853,12.9164,92.03,12,18,5.41,few clouds
263,Homer,US,2022-09-25 22:36:52,59.6425,-151.5483,53.49,60,75,4.61,broken clouds
264,Katsuura,JP,2022-09-25 22:34:57,35.1333,140.3,72.39,76,20,8.37,few clouds
265,Atasu,KZ,2022-09-25 22:36:53,48.6814,71.6433,65.03,29,100,7.43,overcast clouds
266,Sabha,LY,2022-09-25 22:36:53,27.0377,14.4283,81.45,27,7,12.01,clear sky
267,Bourail,NC,2022-09-25 22:36:53,-21.5667,165.4833,79.68,60,0,5.79,clear sky
268,Corleone,IT,2022-09-25 22:36:54,37.8134,13.3017,72.64,89,100,6.53,overcast clouds
269,Osmaniye,TR,2022-09-25 22:36:54,37.0742,36.2478,69.26,27,0,3.65,clear sky
270,Nongstoin,IN,2022-09-25 22:36:54,25.5167,91.2667,63.43,95,100,2.35,light rain
271,Aberdeen,GB,2022-09-25 22:32:42,57.1437,-2.0981,54.09,79,40,6.91,scattered clouds
272,Massakory,TD,2022-09-25 22:36:55,12.996,15.7293,86.92,51,8,6.53,clear sky
273,Itarema,BR,2022-09-25 22:36:55,-2.9248,-39.9167,78.46,77,40,15.28,scattered clouds
274,Trat,TH,2022-09-25 22:36:55,12.5,102.5,79.88,93,100,0.94,overcast clouds
275,Dickinson,US,2022-09-25 22:36:56,29.4608,-95.0513,97.12,59,20,9.22,few clouds
276,San Felipe,VE,2022-09-25 22:36:56,10.3399,-68.7425,74.34,93,97,1.95,overcast clouds
277,Itoman,JP,2022-09-25 22:37:56,26.1247,127.6694,79.57,94,75,3.44,broken clouds
278,Moultrie,US,2022-09-25 22:37:56,31.1799,-83.7891,85.82,45,0,3.44,clear sky
279,Atar,MR,2022-09-25 22:37:57,20.5169,-13.0499,78.85,72,91,14.83,heavy intensity rain
280,Macia,MZ,2022-09-25 22:37:57,-25.0269,33.0989,72.03,57,0,10.47,clear sky
281,Jasidih,IN,2022-09-25 22:37:57,24.5167,86.65,76.66,87,99,1.34,overcast clouds
282,Faya,SA,2022-09-25 22:37:58,18.3851,42.4509,68.52,26,43,6.64,scattered clouds
283,Kodiak,US,2022-09-25 22:37:58,57.79,-152.4072,51.31,82,100,8.05,light rain
284,Tiznit,MA,2022-09-25 22:37:58,29.5833,-9.5,66.94,90,100,5.5,overcast clouds
285,Dhidhdhoo,MV,2022-09-25 22:37:59,6.8833,73.1,81.93,76,90,13.33,overcast clouds
286,Teguise,ES,2022-09-25 22:37:59,29.0605,-13.564,64.62,88,20,10.36,few clouds
287,Kavieng,PG,2022-09-25 22:37:59,-2.5744,150.7967,84.2,70,13,11.92,few clouds
288,Riyadh,SA,2022-09-25 22:38:00,24.6877,46.7219,87.94,27,46,16.69,scattered clouds
289,Baghdad,IQ,2022-09-25 22:37:49,33.3406,44.4009,76.91,33,0,13.8,clear sky
290,Ocos,GT,2022-09-25 22:38:00,14.5094,-92.1933,86.18,78,84,5.44,broken clouds
291,Vila Velha,BR,2022-09-25 22:33:56,-20.3297,-40.2925,69.94,87,100,2.3,overcast clouds
292,Touros,BR,2022-09-25 22:37:37,-5.1989,-35.4608,77.05,78,0,14.05,clear sky
293,Shetpe,KZ,2022-09-25 22:38:00,44.1667,52.1167,57.25,53,0,6.82,clear sky
294,Tasiilaq,GL,2022-09-25 22:38:01,65.6145,-37.6368,44.76,61,100,5.14,overcast clouds
295,Mitsamiouli,KM,2022-09-25 22:38:01,-11.3847,43.2844,75.99,81,49,7.65,scattered clouds
296,Natal,BR,2022-09-25 22:35:11,-5.795,-35.2094,80.82,78,20,9.22,few clouds
297,Gwadar,PK,2022-09-25 22:38:01,25.1216,62.3254,79.66,83,94,7.25,overcast clouds
298,Punuare,HN,2022-09-25 22:38:02,14.7333,-85.9667,92.16,84,54,3.67,broken clouds
299,Valparaiso,CL,2022-09-25 22:38:02,-33.0393,-71.6273,60.44,71,0,12.66,clear sky
300,Ahuimanu,US,2022-09-25 22:38:02,21.4447,-157.8378,86.94,68,0,9.22,clear sky
301,Khash,IR,2022-09-25 22:38:03,28.2211,61.2158,66.07,11,4,4.5,clear sky
302,Arlit,NE,2022-09-25 22:38:03,18.7369,7.3853,96.87,12,77,7.23,broken clouds
303,Sorland,NO,2022-09-25 22:38:03,67.667,12.6934,53.46,76,70,20.51,broken clouds
304,Ust-Omchug,RU,2022-09-25 22:38:04,61.15,149.6333,30.81,71,100,3.44,overcast clouds
305,Chahal,GT,2022-09-25 22:38:04,15.75,-89.5667,77.85,95,75,1.19,broken clouds
306,Sisimiut,GL,2022-09-25 22:38:04,66.9395,-53.6735,42.22,55,100,8.9,overcast clouds
307,Saint-Joseph,RE,2022-09-25 22:38:04,-21.3667,55.6167,64.78,80,14,10.71,few clouds
308,Vardo,NO,2022-09-25 22:38:05,70.3705,31.1107,44.58,87,5,9.22,clear sky
309,Uthal,PK,2022-09-25 22:38:05,25.8072,66.6219,80.29,74,60,3.8,broken clouds
310,Yulara,AU,2022-09-25 22:38:05,-25.2406,130.9889,62.49,67,40,20.98,scattered clouds
311,Barcelos,PT,2022-09-25 22:38:06,41.5388,-8.6151,64.85,66,11,6.67,few clouds
312,Chickasha,US,2022-09-25 22:38:06,35.0526,-97.9364,88.11,20,0,17.27,clear sky
313,Kibre Mengist,ET,2022-09-25 22:38:07,5.8833,38.9833,59.36,90,99,1.12,light rain
314,Zyryanskoye,RU,2022-09-25 22:38:07,56.8306,86.6258,34.29,89,98,7.9,overcast clouds
315,Nome,US,2022-09-25 22:38:07,64.5011,-165.4064,50.16,71,0,11.5,clear sky
316,Bambous Virieux,MU,2022-09-25 22:38:08,-20.3428,57.7575,71.22,83,40,8.05,scattered clouds
317,Turayf,SA,2022-09-25 22:38:08,31.6725,38.6637,71.85,49,0,8.05,clear sky
318,Santa Lucia,ES,2022-09-25 22:38:08,27.9117,-15.5407,62.76,100,75,6.91,broken clouds
319,San Cristobal,VE,2022-09-25 22:38:09,7.7669,-72.225,73.58,85,85,3.49,overcast clouds
320,Tuatapere,NZ,2022-09-25 22:38:09,-46.1333,167.6833,60.96,58,92,1.41,overcast clouds
321,Isangel,VU,2022-09-25 22:38:09,-19.55,169.2667,82.15,65,0,2.21,clear sky
322,Altamira,BR,2022-09-25 22:38:10,-3.2033,-52.2064,80.1,60,35,3.13,scattered clouds
323,Okhotsk,RU,2022-09-25 22:38:10,59.3833,143.3,42.85,55,89,5.03,overcast clouds
324,Nyakahanga,TZ,2022-09-25 22:38:10,-1.6033,31.1414,60.46,76,84,2.73,broken clouds
325,Hobyo,SO,2022-09-25 22:39:11,5.3505,48.5268,76.26,88,75,21.05,broken clouds
326,Caxito,AO,2022-09-25 22:39:11,-8.5785,13.6643,73.67,79,89,5.06,overcast clouds
327,Basna,IN,2022-09-25 22:39:11,21.2833,82.8167,73.69,87,98,0.45,overcast clouds
328,Tigzirt,DZ,2022-09-25 22:39:11,36.8886,4.1198,73.15,67,100,8.93,overcast clouds
329,Yenagoa,NG,2022-09-25 22:39:12,4.9247,6.2642,74.48,95,100,2.51,moderate rain
330,Darovskoy,RU,2022-09-25 22:39:12,58.77,47.9564,43.95,94,100,12.21,overcast clouds
331,Bereda,ES,2022-09-25 22:39:12,43.2686,-7.5406,53.42,100,6,5.37,clear sky
332,Sobolevo,RU,2022-09-25 22:39:13,54.4299,31.8996,46.27,70,100,7.96,overcast clouds
333,Ponta Do Sol,PT,2022-09-25 22:39:13,32.6667,-17.1,70.43,79,37,10.11,scattered clouds
334,Lazaro Cardenas,MX,2022-09-25 22:39:13,17.9583,-102.2,83.34,77,58,5.66,broken clouds
335,Riviere-Au-Renard,CA,2022-09-25 22:39:14,48.9957,-64.3971,50.29,78,20,7.99,few clouds
336,Ilo,PE,2022-09-25 22:39:14,-17.6394,-71.3375,60.64,79,1,10.94,clear sky
337,Skjervoy,NO,2022-09-25 22:39:14,70.0311,20.9714,53.6,77,1,22.66,clear sky
338,Hasaki,JP,2022-09-25 22:39:14,35.7333,140.8333,70.29,76,30,12.93,scattered clouds
339,Magalia,US,2022-09-25 22:39:15,39.8121,-121.5783,89.42,28,0,1.01,clear sky
340,Mokrous,RU,2022-09-25 22:39:15,51.2333,47.5167,49.28,79,100,14.52,overcast clouds
341,Nenjiang,CN,2022-09-25 22:39:15,49.1833,125.2167,43.57,52,41,9.48,scattered clouds
342,Datong,CN,2022-09-25 22:39:16,40.0936,113.2914,57.02,47,0,1.32,clear sky
343,Liverpool,GB,2022-09-25 22:36:03,53.4106,-2.9779,58.69,83,75,20.71,broken clouds
344,Moosburg,DE,2022-09-25 22:39:16,48.4667,11.9333,53.94,94,40,6.91,scattered clouds
345,Parsabad,IR,2022-09-25 22:39:16,39.6482,47.9174,61.57,74,0,5.14,clear sky
346,Pasinler,TR,2022-09-25 22:39:17,39.9803,41.6764,34.79,49,0,1.79,clear sky
347,Xining,CN,2022-09-25 22:35:37,36.6167,101.7667,47.16,75,100,1.99,overcast clouds
348,Boa Vista,BR,2022-09-25 22:39:17,2.8197,-60.6733,87.78,51,75,8.05,broken clouds
349,Kroya,ID,2022-09-25 22:39:17,-7.6331,109.2461,76.12,87,98,6.62,overcast clouds
350,Aleksandrovskoye,RU,2022-09-25 22:39:18,44.7142,43.0008,51.4,80,32,5.95,scattered clouds
351,Polva,EE,2022-09-25 22:39:18,58.0603,27.0694,37.98,88,39,3.65,scattered clouds
352,Pahrump,US,2022-09-25 22:36:52,36.2083,-115.9839,95.95,10,0,8.01,clear sky
353,Taoudenni,ML,2022-09-25 22:39:18,22.6783,-3.9836,98.28,13,100,8.52,overcast clouds
354,Khani,GE,2022-09-25 22:39:19,41.9563,42.9566,45.97,72,0,5.32,clear sky
355,Buin,CL,2022-09-25 22:39:19,-33.7333,-70.75,66.43,74,7,4.43,clear sky
356,Mianyang,CN,2022-09-25 22:39:19,31.4593,104.7542,65.01,92,99,2.55,overcast clouds
357,Ville-Marie,CA,2022-09-25 22:39:20,47.3335,-79.433,51.49,77,100,2.48,overcast clouds
358,Klyuchi,RU,2022-09-25 22:39:20,52.2667,79.1667,51.13,84,70,8.97,broken clouds
359,Areosa,PT,2022-09-25 22:39:20,41.7178,-8.8571,58.24,68,2,13.4,clear sky
360,Canon City,US,2022-09-25 22:39:21,38.441,-105.2424,78.4,26,0,7.0,clear sky
361,Wakkanai,JP,2022-09-25 22:39:21,45.4094,141.6739,64.17,80,92,12.24,overcast clouds
362,Wewak,PG,2022-09-25 22:39:21,-3.5534,143.6268,80.53,82,54,7.31,broken clouds
363,Takaka,NZ,2022-09-25 22:39:21,-40.85,172.8,55.56,69,100,3.83,overcast clouds
364,Vestmanna,FO,2022-09-25 22:39:22,62.1564,-7.1664,40.12,81,100,56.39,light rain
365,Limbang,MY,2022-09-25 22:39:22,4.75,115.0,75.31,94,98,1.97,overcast clouds
366,Nuevo Casas Grandes,MX,2022-09-25 22:39:22,30.4167,-107.9167,80.74,42,43,7.0,scattered clouds
367,Bathsheba,BB,2022-09-25 22:39:23,13.2167,-59.5167,79.41,89,75,16.11,broken clouds
368,Mariental,NA,2022-09-25 22:39:23,-24.6333,17.9667,65.93,17,63,5.46,broken clouds
369,Bosaso,SO,2022-09-25 22:39:23,11.2842,49.1816,86.9,53,6,4.61,clear sky
370,Kropotkin,RU,2022-09-25 22:39:24,45.4375,40.5756,52.47,75,46,6.53,scattered clouds
371,Ardakan,IR,2022-09-25 22:39:24,32.31,54.0175,78.24,13,0,2.86,clear sky
372,Bathurst,AU,2022-09-25 22:39:24,-33.4166,149.5806,51.42,59,100,2.06,light rain
373,Yhu,PY,2022-09-25 22:39:25,-25.05,-55.9167,59.47,98,100,8.59,overcast clouds
374,Black River,JM,2022-09-25 22:40:25,18.0264,-77.8487,78.76,84,100,9.31,overcast clouds
375,Husavik,IS,2022-09-25 22:40:25,66.0449,-17.3389,38.97,63,98,25.9,overcast clouds
376,San Severo,IT,2022-09-25 22:40:25,41.6897,15.376,64.63,84,90,7.52,overcast clouds
377,Olutanga,PH,2022-09-25 22:40:26,7.3106,122.8464,81.19,76,100,6.38,light rain
378,Tadine,NC,2022-09-25 22:40:26,-21.55,167.8833,78.51,70,8,5.5,clear sky
379,Tambun,ID,2022-09-25 22:40:26,-6.2641,107.0712,81.48,75,88,2.71,overcast clouds
380,Cockburn Town,TC,2022-09-25 22:40:27,21.4612,-71.1419,82.72,81,29,17.92,scattered clouds
381,Kudahuvadhoo,MV,2022-09-25 22:40:27,2.6708,72.8944,80.89,73,100,12.73,overcast clouds
382,San Martin,AR,2022-09-25 22:40:27,-33.081,-68.4681,66.74,28,34,8.19,scattered clouds
383,Santa Rosalia,MX,2022-09-25 22:40:28,27.3167,-112.2833,89.46,47,0,6.04,clear sky
384,Kitui,KE,2022-09-25 22:40:28,-1.367,38.0106,63.5,85,71,11.23,broken clouds
385,Paracuru,BR,2022-09-25 22:40:28,-3.41,-39.0306,80.11,77,6,13.09,clear sky
386,Porto Velho,BR,2022-09-25 22:40:29,-8.7619,-63.9039,87.85,51,0,1.14,clear sky
387,Soyo,AO,2022-09-25 22:40:29,-6.1349,12.3689,74.46,85,71,10.78,broken clouds
388,Oistins,BB,2022-09-25 22:37:19,13.0667,-59.5333,78.89,89,75,16.11,broken clouds
389,Hambantota,LK,2022-09-25 22:40:29,6.1241,81.1185,78.4,82,100,11.43,overcast clouds
390,Meaux,FR,2022-09-25 22:40:30,48.9167,3.0,54.63,77,51,5.39,broken clouds
391,Price,US,2022-09-25 22:40:30,39.5994,-110.8107,79.86,13,0,6.91,clear sky
392,Broken Hill,AU,2022-09-25 22:40:30,-31.95,141.4333,62.49,63,91,7.94,overcast clouds
393,Beidao,CN,2022-09-25 22:40:31,34.5686,105.8933,56.66,91,85,3.51,overcast clouds
394,Marzuq,YE,2022-09-25 22:40:31,14.4,46.4667,76.93,48,24,4.92,few clouds
395,Mareeba,AU,2022-09-25 22:40:31,-17.0,145.4333,78.44,77,27,5.79,scattered clouds
396,Acatic,MX,2022-09-25 22:40:31,20.7833,-102.8833,83.75,38,36,2.39,scattered clouds
397,Kavaratti,IN,2022-09-25 22:40:32,10.5669,72.642,81.34,74,46,14.97,scattered clouds
398,Gordeyevka,RU,2022-09-25 22:40:32,52.9569,31.9703,48.88,63,100,6.26,overcast clouds
399,Alice Springs,AU,2022-09-25 22:40:32,-23.7,133.8833,70.21,35,40,17.27,scattered clouds
400,Padang,ID,2022-09-25 22:40:33,-0.9492,100.3543,76.26,86,100,3.38,light rain
401,Kloulklubed,PW,2022-09-25 22:40:33,7.0419,134.2556,79.3,72,100,5.88,overcast clouds
402,Shambu,ET,2022-09-25 22:40:33,9.5667,37.1,50.97,94,100,1.63,light rain
403,Sakakah,SA,2022-09-25 22:40:34,29.9697,40.2064,81.97,31,0,9.95,clear sky
404,Sabzevar,IR,2022-09-25 22:40:34,36.2126,57.6819,74.48,50,0,11.5,clear sky
405,Awbari,LY,2022-09-25 22:40:34,26.5921,12.7805,83.57,28,32,13.85,scattered clouds
406,Porto Novo,BJ,2022-09-25 22:40:34,6.4965,2.6036,78.62,92,100,4.25,moderate rain
407,Grindavik,IS,2022-09-25 22:40:35,63.8424,-22.4338,44.55,75,20,6.91,few clouds
408,Mangochi,MW,2022-09-25 22:40:35,-14.4782,35.2645,74.23,52,63,1.39,broken clouds
409,Jinxiang,CN,2022-09-25 22:40:35,27.4327,120.6062,72.84,79,88,9.17,overcast clouds
410,Port-Cartier,CA,2022-09-25 22:40:36,50.0334,-66.8654,51.48,69,11,2.95,few clouds
411,Antofagasta,CL,2022-09-25 22:40:36,-23.65,-70.4,58.28,74,33,7.4,scattered clouds
412,Ottawa,CA,2022-09-25 22:39:30,45.4112,-75.6981,59.04,82,100,4.61,overcast clouds
413,Arkadelphia,US,2022-09-25 22:40:36,34.1209,-93.0538,92.37,51,0,6.91,clear sky
414,Guymon,US,2022-09-25 22:40:37,36.6828,-101.4816,80.6,21,0,8.05,clear sky
415,Shuya,RU,2022-09-25 22:40:37,56.8487,41.3883,42.62,94,99,4.23,overcast clouds
416,Pyinmana,MM,2022-09-25 22:40:37,19.7333,96.2167,72.86,97,93,2.33,light rain
417,Upington,ZA,2022-09-25 22:40:38,-28.4478,21.2561,66.58,39,100,6.91,overcast clouds
418,Chokurdakh,RU,2022-09-25 22:40:38,70.6333,147.9167,30.18,81,100,12.15,overcast clouds
419,Jacareacanga,BR,2022-09-25 22:40:38,-6.2222,-57.7528,87.22,39,93,2.53,moderate rain
420,Vestmannaeyjar,IS,2022-09-25 22:40:38,63.4427,-20.2734,46.45,69,0,18.54,clear sky
421,Partur,IN,2022-09-25 22:40:39,19.6,76.2167,75.43,81,93,5.17,overcast clouds
422,Chapais,CA,2022-09-25 22:40:39,49.7834,-74.8492,55.18,67,100,3.33,overcast clouds
423,Lao Cai,VN,2022-09-25 22:41:39,22.4833,103.95,72.48,95,55,0.98,broken clouds
424,Polovinnoye,RU,2022-09-25 22:41:40,54.7914,65.9864,47.5,78,100,19.33,overcast clouds
425,Kautokeino,NO,2022-09-25 22:41:40,69.0125,23.0412,39.81,90,89,14.29,overcast clouds
426,Benghazi,LY,2022-09-25 22:41:40,32.1167,20.0667,75.54,60,0,8.39,clear sky
427,George Town,MY,2022-09-25 22:41:41,5.4112,100.3354,79.9,90,20,3.44,few clouds
428,Camacupa,AO,2022-09-25 22:41:41,-12.0167,17.4833,68.58,57,47,4.09,scattered clouds
429,Mount Gambier,AU,2022-09-25 22:41:41,-37.8333,140.7667,53.51,94,100,5.75,light rain
430,Bac Lieu,VN,2022-09-25 22:41:42,9.285,105.7244,78.06,85,100,5.32,overcast clouds
431,Saint George,US,2022-09-25 22:37:14,37.1041,-113.5841,93.25,12,0,3.44,clear sky
432,Chalmette,US,2022-09-25 22:41:42,29.9427,-89.9634,91.99,53,0,4.61,clear sky
433,Parlakimidi,IN,2022-09-25 22:41:42,18.7667,84.0833,76.24,91,100,2.44,overcast clouds
434,Sulangan,PH,2022-09-25 22:41:43,11.1373,123.7228,81.14,81,100,10.58,overcast clouds
435,Shimoda,JP,2022-09-25 22:41:43,34.6667,138.95,72.1,79,33,4.65,scattered clouds
436,Bundaberg,AU,2022-09-25 22:41:43,-24.85,152.35,75.22,72,0,4.0,clear sky
437,Charters Towers,AU,2022-09-25 22:41:44,-20.1,146.2667,77.9,55,13,13.24,few clouds
438,Savannah Bight,HN,2022-09-25 22:41:44,16.45,-85.85,83.39,71,33,9.55,scattered clouds
439,Buraydah,SA,2022-09-25 22:41:44,26.326,43.975,77.45,32,1,8.84,clear sky
440,Paamiut,GL,2022-09-25 22:41:45,61.994,-49.6678,45.9,99,100,14.23,moderate rain
441,Sur,OM,2022-09-25 22:41:45,22.5667,59.5289,82.85,67,6,9.31,clear sky
442,Shingu,JP,2022-09-25 22:41:45,33.7333,135.9833,75.97,90,86,4.16,overcast clouds
443,Laela,TZ,2022-09-25 22:41:45,-8.5667,32.05,63.37,51,18,3.04,few clouds
444,Trincomalee,LK,2022-09-25 22:41:46,8.5711,81.2335,78.89,82,86,10.38,overcast clouds
